id,smiles
214,CC(=O)OC(OC(C)=O)C(Cl)CCl
215,C=CC(OC(C)=O)OC(C)=O
216,C=COC(C)=O
217,C=CC=COC(C)=O
218,CC(=O)Oc1c(Br)cc(Cl)cc1C(=S)Nc1ccc(Br)cc1
219,CC(=O)Oc1c(C(C)(C)C)cc([N+](=O)[O-])c(C)c1[N+](=O)[O-]
220,CC(=O)Oc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1C(C)(C)C
221,CC(=O)Oc1ccccc1C(N)=O
222,CC(=O)Oc1ccccc1C=CC(=O)O
223,CC(=O)Oc1ccc(C)cc1
224,CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)C(=O)N(C(C)=O)c3ccccc32)cc1
225,CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)Oc3ccccc3NC2=O)cc1
226,CC(=O)Oc1ccc(Oc2c(I)cc(C(=O)O)cc2I)cc1I
227,CC(=O)Oc1ccccc1
228,CC(=O)OC1C(O)C2OC3C=C(C)C(=O)C(O)C3(CO)C1(C)C21CO1
229,CC(=O)OC1CCC(C(C)(C)C)CC1
230,CC(=O)OC1CCCCC1
231,CC(=O)OCC#N
232,CC(=O)OCC(=O)C12OC(C)(C)OC1CC1C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC12C
233,CC(=O)OCC(COC(C)=O)OC(C)=O
234,C=CCOC(C)=O
235,CC(=O)OCC=C(C)C
236,C=CCOC=CCOC(C)=O
237,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CSc3ccncc3)C2SC1
238,CC(=O)OCc1ccc2c(c1)OCO2
239,CC(=O)OCc1ccccc1
240,CC(=O)OCC1OC(n2ncc(=O)[nH]c2=O)C(OC(C)=O)C1OC(C)=O
241,CC(=O)OCCc1ccccc1
242,CC(=O)OCCC1=CCC2CC1C2(C)C
243,CC(=O)OCCC1CCCCC1
244,CC(=O)OCCN(CCOC(C)=O)N=O
245,CC(=O)OCCO
246,CC(=O)OCCOC(C)=O
247,CC(=O)OCCOCCOCCOC(C)=O
248,CC(=O)OCCS(=O)(=O)CCOC(C)=O
249,CC(=O)OCCSCCOC(C)=O
250,CC(=O)OO
251,CC(=S)Nc1ccccc1
252,CC(Br)(CCl)CBr
253,CC(Br)CBr
254,C#CC(C)N(C)C(=O)Nc1ccc(Cl)cc1
255,CC(C#N)N1CCOCC1
256,CC(C(c1ccc(Cl)cc1)c1ccc(Cl)cc1)[N+](=O)[O-]
257,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1
258,CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1
259,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1
260,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1
261,CC(C(=O)O)c1ccc(-c2cn3ccccc3n2)cc1
262,CC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1
263,CC(C(=O)O)c1ccc(C(=O)c2ccccc2)s1
264,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12
265,CC(C(=O)O)c1ccc2oc(-c3ccc(Cl)cc3)nc2c1
266,CC(C)(C#N)C(C)(C)C#N
267,CC(C)(C(=O)c1cccnc1)c1cccnc1
268,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1
269,CC(C)(C)C(=O)O
270,CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n1cncn1
271,CC(C)(C)c1cc([N+](=O)[O-])cc(C(C)(C)C)c1O
272,CC(C)(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O
273,CC(C)(C)c1ccc(O)c(O)c1
274,CC(C)(C)c1ccc(C(=O)O)cc1
275,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1
276,CC(C)(C)c1ccc(O)cc1
277,CC(C)(C)c1ccc(C(=O)OCC(Cl)(Cl)Cl)o1
278,C#CCOS(=O)OC1CCCCC1Oc1ccc(C(C)(C)C)cc1
279,CC(C)(C)c1ccc(OCC(O)COc2ccc(C(=O)O)cc2)cc1
280,CC(C)(C)c1nnc(NS(=O)(=O)c2ccccc2)s1
281,CC(C)(C)C1CCC(=O)CC1
282,CC(C)(C)CC1(C)CO1
283,CC(C)(C)N
284,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1
285,CC(C)(C)NCC(O)COc1ccccc1C1CCCC1
286,CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2
287,CC(C)(C)O
288,CC(C)(C)OOC(=O)c1ccccc1
289,CC(C)(C)S
290,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1
291,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1
292,CC(C)(CO)C(O)C#N
293,C=CC(=O)OCC(C)(C)COC(=O)C=C
294,CC(C)(COC(N)=O)COC(N)=O
295,CC1(N)CCC(C(C)(C)N)CC1
296,CC(C)(N)Cc1ccc(Cl)cc1
297,C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1
298,C#CC(C)(C)O
299,C=CC#CC(C)(C)O
300,CC(C)(O)c1ccccc1
301,CC(C)(O)CC(C)(O)c1ccc(Cl)cc1
302,CC(C)(O)Cc1ccccc1
303,C=CC(=C)CCCC(C)(C)O
304,CC(C)(Oc1ccc(C2CCCc3ccccc32)cc1)C(=O)O
305,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O
306,CC(C)(Oc1ccc(Cl)cc1)C(=O)O
307,CC(C)(OO)c1ccccc1
308,CC(C)(OOC(C)(C)c1ccccc1)c1ccccc1
309,CC(C)(S)C(N)C(=O)O
310,CC(C)=CC(C)=NNc1nncc2ccccc12
311,CC(=O)C=C(C)C
312,CC(C)=CC(=O)O
313,CC(C)=CC1C(=O)OC(=O)C1(C=C(C)C)C=C(C)C
314,C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O
315,C=CC=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O
316,CC(C)=CCC(CCN1CCOCC1)(C(N)=O)c1cccc2ccccc12
317,CC(C)=CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
318,C=CC(C)(O)CCC=C(C)C
319,CC(C)=CCCC(C)=CC=O
320,CC(C)=CCCC(C)=CCCC(C)=CCO
321,CC(C)=CCCC(C)=CCO
322,CC(C)=CCN(CC=C(C)C)CCC(C(N)=O)c1cccc2ccccc12
323,CC(C)=CCO
324,CC(C)=CCOC(=O)c1ccccc1O
325,CC(C)=CCOC(=O)c1ccccc1
326,CC(C)=O
327,CC(C)C#N
328,CC(C)C(=O)N(C)C(=O)Oc1cccc(C(C)C)c1
329,Cc1ccc(OC(=O)C(C)C)cc1
330,CC(C)C(=O)OCc1ccccc1
331,CC(C)C(Br)C(=O)NC(N)=O
332,CC(C)C(Br)C(=O)OCC(Br)(Br)Br
333,CC(C)C(Br)C(=O)OCC(Cl)(Cl)Cl
334,CC(C)C(Br)C(=O)O
335,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1
336,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1
337,CC(=O)C(C)C
338,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)C
339,CC(C)C(=O)O
340,CC(C)C1(C)N=C(c2nc3ccccc3cc2C(=O)O)NC1=O
341,CC1=CCC(O)(C(C)C)CC1
342,CC1=C(C(C)C)CC=CC1
343,CC(C)c1s[nH]c2nc(C(C)(C)C)nc(=O)c1-2
344,Cc1ccc(C(C)C)cc1O
345,CC(C)c1cccc(OC(=O)N(C)N=O)c1
346,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C
347,Cc1ccc(C(C)C)cc1
348,Cc1ccc(C(C)C)c(O)c1
349,CC(C)c1ccc(C#N)cc1
350,CC(C)c1ccc(C=O)cc1
351,CC(C)c1ccc(CC=O)cc1
352,CC(C)c1ccc(CCO)cc1
353,CC(C)c1ccc(CO)cc1
354,CC(C)c1ccc(NC(=O)N(C)C)cc1
355,CC(C)c1cccc(C(C)C)c1N
356,CC(C)c1cccc(OC(=O)N(C)C)c1
357,CC(C)c1ccccc1
358,CC(C)c1ccccc1N
359,CC1=CCC(C(C)C)=CC1
360,CC(=O)c1cc2c(cc1C)C(C)(C)C(C)C2C(C)C
361,CC1=CC(=O)C(C(C)C)CC1
362,CC1CCC(C(C)C)C(=O)C1
363,CC1CCC(C(C)C)C(O)C1
364,CC(C)C1CCC(O)CC1
365,CC(C)CC(=O)CC(C)C
366,CC(=O)OCC12CC(OC(=O)CC(C)C)C(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C12CO2
367,C=CCOC(=O)CC(C)C
368,CC(=O)CC(C)C
369,CC(C)CC(C)CC(CC(C)C)OCCO
370,CC(C)CC(C)CC(O)CC(C)C
371,C=COCC(C)CCCC(C)CC(C)C
372,CC(C)CC(C)O
373,CC(C)CC(C)OC(=O)C=CC(=O)OC(C)CC(C)C
374,CC(=O)OC(C)CC(C)C
375,CC(C)CC(CC(C)C)OCCOCCO
376,CC(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C=O)CCCNC(=N)N
377,CC(C)CC(=O)O
378,CC(C)CC(O)CC(C)C
379,CC(C)CC(O)CC(CC(C)C)CC(C)C
380,CC(C)CC=O
381,CC(C)Cc1ccc(C(C)C(=O)OCc2ccccn2)cc1
382,CC(C)Cc1ccc(C(C)C(=O)O)cc1
383,CC(=O)CCC(C)C
384,CC(C)CCC(=O)O
385,CC(C)CCC=O
386,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCCC(C)C
387,C#CCOC(=O)C=C(C)C=CCC(C)CCCC(C)C
388,Cc1c(C)c2c(c(C)c1OC(=O)C(C)(C)Oc1ccc(Cl)cc1)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2
389,CC(C)CCCC(C)N
390,CC(C)CCCCCCO
391,CC(C)CCCCCN(CCCCCC(C)C)CCCCCC(C)C
392,CC(C)CCCO
393,CC(C)CCO
394,CC(C)CCOC(=O)c1ccccc1
395,CC(=O)OCCC(C)C
396,CC(C)CCOC(CO)CC(C)C
397,CC(C)CCOC=O
398,CC(C)CCON=O
399,CC(C)CCP(CCC(C)C)CCC(C)C
400,CC(C)CN
401,CC(C)Cn1nc(-c2ccccc2)c(-c2ccccc2)c1CC(=O)O
402,CC(C)CNCC(C)C
403,CC(C)CO
404,C=CC(=O)OCC(C)C
405,CC(C)COC(=O)C=CC(=O)OCC(C)C
406,CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C
407,CC(C)COC(=O)c1ccccc1O
408,CC(C)COC(=O)CCc1ccco1
409,CC(=O)OCC(C)C
410,C=COCC(C)C
411,CC(C)CON=O
412,CC(C)COP(C)(=S)SCN1C(=O)c2ccccc2C1=O
413,CC(C)N
414,CC(C)[N+](=O)[O-]
415,CC(C)N(C(=O)CCl)c1ccccc1
416,CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C
417,CC(C)N(C(=O)SCC(Cl)=CCl)C(C)C
418,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C
419,CC(C)N(CCO)C(C)C
420,CC(C)N(N=O)C(C)C
421,CC(C)N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1
422,CC(C)N1C(=O)c2ccccc2NS1(=O)=O
423,Cc1[nH]c(=O)n(C(C)C)c(=O)c1Br
424,CC(C)N1CCNCC1
425,Cc1cc(OC(=O)N(C)C)n(C(C)C)n1
426,CC(C)NC(=O)OC1CCN(CCCC(=O)c2ccc(F)cc2)CC1
427,CC(C)NC(=S)NC(C)C
428,CC(C)Nc1ccc(Nc2ccccc2)cc1
429,CC(C)Nc1nc(Cl)nc(NC(C)C)n1
430,CC(C)NCC(O)c1cc(O)cc(O)c1
431,CC(C)NCC(O)c1ccc(O)c(O)c1
432,CC(C)NCC(O)c1ccc2ccccc2c1
433,CC(C)NCC(O)COc1cccc2ccccc12
434,CC(C)NCC(O)COc1cccc2[nH]ccc12
435,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1
436,CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1
437,CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1
438,CC(C)NCCCN(C)C
439,CC(C)NNC(=O)c1ccncc1
440,CC(C)NNC(=O)COc1ccc(Cl)cc1
441,CC(C)NP(O)(=S)Oc1cc(Cl)c(Cl)cc1Cl
442,CC(C)O
443,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1
444,CC(C)OC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1
445,CC(C)OC(=O)C=CC(=O)OC(C)C
446,CC(C)OC(=O)c1ccccc1
447,CC(C)OC(=O)CCCCCCN
448,CC(C)OC(=O)COc1ccc(Cl)cc1Cl
449,CC(=O)ON(C(=O)OC(C)C)c1ccccc1
450,CC(C)OC(=O)Nc1cccc(Cl)c1
451,CC(C)OC(=O)Nc1ccccc1
452,CC(=O)OC(C)C
453,CC(C)OC(C)C
454,CC(C)OC(=O)Cl
455,CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl
456,CC(C)OCC1CO1
457,CC(C)OCCCO
458,CC(C)OCCO
459,CC(C)OP(=O)(OC(C)C)OP(=S)(CCl)OC(C)C
460,CC(C)OP(=O)(OC(C)C)SCc1ccccc1
461,CC(C)OP(=S)(CCl)Sc1ccc(Br)cc1
462,Cc1ccc(SP(=S)(CCl)OC(C)C)cc1
463,CC(C)OP(=S)(CCl)Sc1ccc(Cl)cc1
464,CC(C)OP(=S)(CCl)Sc1ccc(F)cc1
465,CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1
466,CC(C)OP(=S)(OC(C)C)SCSC(C)C
467,CC(C)OP(C)(=O)OC(C)C
468,CC(C)OP(C)(=S)Oc1cc(Cl)c(Br)cc1Cl
469,CC(C)OP(C)(=O)F
470,CC(C)OP(=O)(F)OC(C)C
471,CC(C)OS(=O)(=O)OC(C)C
472,C=CC(C)=CCCC(C)(C)O
473,C=CC(C)C(C)C=O
474,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CCO
475,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O
476,CC(C=O)=Cc1ccccc1
477,Cc1ccc(C(C)C=O)cc1
478,CC(C=O)c1ccccc1
479,CC(c1ccc(Cl)cc1)c1ccc(Cl)cc1
480,C=CCOC(=O)CC(C)CC(C)(C)C
481,CC(=O)OC(C)CC(C)(C)OC(C)=O
482,CC(CC=O)CC(C)(C)C
483,CC(CC=O)CC=O
484,CC(C=O)Cc1ccc(C(C)(C)C)cc1
485,CC(C=O)Cc1ccc(C(C)C)cc1
486,CC(Cc1ccccc1)NN
487,CC(Cc1ccccc1)OC(N)=O
488,CC(C=O)CCC(C)(O)C=O
489,CC(CCC(=O)O)C1CCC2C3C(=O)CC4CC(=O)CCC4(C)C3CC(=O)C12C
490,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C
491,CC(C)=CCCC(C)CC#N
492,CC(C)=CCCC(C)CC(=O)O
493,C=CC(C)CCCC(C)(C)O
494,CC(CCl)OC(C)CCl
495,CC(CCN(C)C)N(C)C
496,CC(C)=CCCC(C)CCO
497,C=CC(=O)OCCC(C)OC(=O)C=C
498,CC(C)=CCCC(C)CCOC=O
499,CC(Cl)(C=O)CCl
500,CC(Cl)(Cl)C(=O)OCCOc1cc(Cl)c(Cl)cc1Cl
501,CC(Cl)(Cl)C(=O)O
502,CC(Cl)(Cl)CCl
503,CC(Cl)(Cl)Cl
504,CC(Cl)=CCl
505,CC(=O)Cl
506,CC(Cl)C(Cl)Cl
507,CC(Cl)C(=O)O
508,CC(Cl)CCl
509,CC(Cl)Cl
510,CC(Cl)CO
511,CC(Cl)COP(=O)(OCC(C)Cl)Oc1ccc([N+](=O)[O-])cc1
512,Cc1c(Cl)c(=O)oc2cc(OP(=O)(OCC(C)Cl)OCC(C)Cl)ccc12
513,CC(CN(C)C)CN1c2ccccc2Sc2ccccc21
514,CC(CN)NCCO
515,CC(CN=Cc1ccccc1O)N=Cc1ccccc1O
516,Cc1ccc(C(=O)C(C)CN2CCCCC2)cc1
517,CC(CN1CCN(CCOCCO)CC1)CN1c2ccccc2Sc2ccccc21
518,CC(CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1
519,CC(=Cc1ccccc1)CO
520,CC(CO)CCO
521,CC(=O)OCC(C)c1ccccc1
522,CC(=O)OCC(C)OC(C)=O
523,CC(COc1ccc(C(C)(C)C)cc1)OS(=O)OCCCl
524,CC(COc1ccccc1)N(CCCl)Cc1ccccc1
525,CC(CO[N+](=O)[O-])O[N+](=O)[O-]
526,CC(CS)C(=O)N1CCCC1C(=O)O
527,CC(C(=O)Nc1cc(-c2ccccc2)nn1-c1ccccc1)N(C)C
528,CC(c1ccccc1)N(C)C
529,CC(N)(Cc1ccc(O)c(O)c1)C(=O)O
530,CC(N)=O
531,CC(N)=S
532,CC(N)C(O)c1cccc(O)c1
533,CC(N)c1ccccc1
534,CC(N)Cc1ccccc1
535,CC(N)Cc1c[nH]c2ccccc12
536,CC(N)CCN
537,CC(N)CN
538,CC(NC(C)c1ccccc1)c1ccccc1
539,CC(NC(=Nc1ccncc1)NC#N)C(C)(C)C
540,CC(NCCNC(C)c1ccccc1)c1ccccc1
541,CC(NNC(=O)c1ccccc1)c1ccccc1
542,CC(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1
543,CC(=O)O
544,CC(O)C#N
545,CC(O)C(=O)O
546,CC(O)c1cccc(N)c1
547,CC(O)c1ccccc1
548,CC(O)C1CC=CCC1
549,CC(O)CC(C)(C)O
550,CC(O)CC(C)O
551,CC(O)CC=O
552,CC(O)CCC(C)O
553,CC(O)CCO
554,CC(O)CF
555,CC(O)CN
556,CC(O)CN(C)C
557,CC(O)CN(CC(C)O)CC(C)O
558,CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C
559,CC(O)CNC(C)(C)Cc1ccc(Cl)cc1
560,CC(O)CNCC(C)O
561,CC(O)CO
562,C=CC(=O)OCC(C)O
563,CC(O)COC(=O)C=CC(=O)O
564,CC(O)COCC(C)O
565,C#CC(C)OC(=O)Nc1cccc(Cl)c1
566,CC(OC(C)c1ccccc1)c1ccccc1
